Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/explore/posts?poster_id=IG-3340928,2,1,0:00:55,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-334118294,2,1,0:00:03,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-35999435,2,1,0:00:30,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-362684964,2,2,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-364295256,2,1,0:00:06,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-367315644,2,2,0:02:10,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-37018838&start=2015-02-19 13:00:00&end=2015-02-20 13:00:00,2,1,0:00:15,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-380926043,2,1,0:01:25,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-38154157,2,1,0:00:07,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-407453597,2,1,0:00:58,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-4103731,2,1,0:00:08,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-410514800,2,2,0:00:35,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-4230537,2,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-42349682,2,2,0:00:27,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-425356660,2,1,0:00:24,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-43165195,2,1,0:09:43,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-435648010,2,1,0:00:16,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-4407800,2,2,0:10:07,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-442965115,2,1,0:08:48,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-4458533&start=2015-03-03 13:00:00&end=2015-03-04 13:00:00,2,2,0:00:14,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-449845695,2,1,0:00:58,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-468181170,2,1,0:03:17,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-472015943,2,2,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=IG-47689306,2,1,0:00:11,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-484282190,2,1,0:07:48,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-4923161,2,2,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-516786981,2,1,0:02:35,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-5248998,2,2,0:02:18,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-531790154,2,1,0:00:01,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-54267397,2,2,0:00:38,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-5445651,2,2,0:01:05,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-550971211&start=2015-03-15 13:00:00&end=2015-03-16 13:00:00,2,2,0:00:42,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-557000366,2,1,0:00:10,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-5964566,2,1,0:00:10,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-6068594,2,1,0:02:18,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-6260449,2,1,0:00:51,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-629566976,2,1,0:02:35,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-704524154,2,2,0:04:31,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-7161589,2,1,0:00:08,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-731933773,2,2,0:00:29,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-7387854,2,1,0:00:06,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-755654730,2,1,0:01:17,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-7714903,2,2,0:00:27,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-786768324,2,2,0:01:07,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-792543302&start=2015-03-09 13:00:00&end=2015-03-10 13:00:00,2,1,0:01:14,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-9409890&start=2015-03-13 17:00:00&end=2015-03-14 17:00:00,2,1,0:00:16,1,0.00%,50.00%,$0.00
/explore/posts?poster_id=TW-1057850490,2,1,0:00:04,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=TW-14215375,2,1,0:13:30,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-14230524,2,2,0:00:27,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-14962779,2,1,0:00:36,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-1625425388&start=2015-03-12T05:00:00.000Z&end=2015-03-13T12:59:59.999Z,2,1,0:02:52,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-17285408,2,1,0:01:50,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-2239716770&start=2015-02-22T01:00:00.000Z&end=2015-02-23T04:59:59.999Z,2,1,0:00:18,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-2239716770&start=2015-02-22T04:00:00.000Z&end=2015-02-23T04:59:59.999Z,2,1,0:01:07,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-23597890,2,1,0:09:41,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-2499404997,2,1,0:00:07,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=TW-25031841,2,1,0:00:06,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=TW-2528242532,2,1,0:01:43,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=TW-27619084,2,1,0:00:18,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=TW-290936917,2,1,0:00:11,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=TW-29566832,2,1,0:03:31,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-31133471&start=2015-02-19T00:00:00.000Z&end=2015-02-20T04:59:59.999Z,2,1,0:04:45,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-31133471&start=2015-02-19T01:00:00.000Z&end=2015-02-20T04:59:59.999Z,2,1,0:00:20,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-40255499,2,1,0:00:37,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-43404609,2,1,0:01:09,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-44670915,2,1,0:00:21,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-65186457,2,1,0:00:20,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-963461928,2,1,0:00:17,0,0.00%,0.00%,$0.00
/explore/posts?start=2013-12-31T13:00:00.000Z&end=2015-01-28T12:59:59.999Z&place_id=539e4b70c626973b45ed3eb5&place_id=5483b4d4c626975b663aa4b1,2,2,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?start=2014-01-31T13:00:00.000Z&end=2015-02-25T12:59:59.999Z,2,1,0:31:49,0,0.00%,50.00%,$0.00
/explore/posts?start=2014-01-31T16:00:00.000Z&end=2015-02-18T15:59:59.999Z,2,2,0:00:00,2,50.00%,100.00%,$0.00
/explore/posts?start=2014-01-31T16:00:00.000Z&end=2015-02-20T15:59:59.999Z,2,2,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?start=2014-02-28T13:00:00.000Z&end=2015-03-03T12:59:59.999Z,2,2,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2014-02-28T13:00:00.000Z&end=2015-03-05T12:59:59.999Z,2,2,0:00:00,2,66.67%,100.00%,$0.00
/explore/posts?start=2014-02-28T13:00:00.000Z&end=2015-03-13T12:59:59.999Z,2,2,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?start=2014-02-28T13:00:00.000Z&end=2015-03-16T12:59:59.999Z,2,1,0:06:33,1,0.00%,50.00%,$0.00
/explore/posts?start=2014-03-01T05:00:00.000Z&end=2015-03-13T03:59:59.999Z&place_id=5501af006f5e2218d55daf2c,2,1,0:01:19,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-03-29T13:30:00.000Z&end=2015-10-02T14:29:59.999Z,2,2,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2014-07-18T16:00:00.000Z&end=2014-07-19T15:59:59.999Z,2,1,0:09:17,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-08-14T16:00:00.000Z&end=2014-08-18T15:59:59.999Z&place_id=54f93bdbc626970474258006,2,1,0:00:32,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-12-16T14:00:00.000Z&end=2015-02-11T13:59:59.999Z,2,2,0:00:16,2,50.00%,50.00%,$0.00
/explore/posts?start=2014-12-31T16:00:00.000Z&end=2015-03-16T15:59:59.999Z&place_id=55064712c6269717022b4241,2,2,0:00:28,1,0.00%,50.00%,$0.00
/explore/posts?start=2015-01-04T05:00:00.000Z&end=2015-01-21T04:59:59.999Z,2,1,0:00:06,0,0.00%,50.00%,$0.00
/explore/posts?start=2015-01-17T13:00:00.000Z&end=2015-02-18T12:59:59.999Z,2,2,0:18:59,1,0.00%,50.00%,$0.00
/explore/posts?start=2015-01-17T14:00:00.000Z&end=2015-02-18T13:59:59.999Z,2,1,0:01:11,1,0.00%,50.00%,$0.00
/explore/posts?start=2015-01-19T13:00:00.000Z&end=2015-02-20T12:59:59.999Z,2,2,0:00:00,2,50.00%,50.00%,$0.00
/explore/posts?start=2015-01-20T05:00:00.000Z&end=2015-02-21T04:59:59.999Z,2,1,0:00:58,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-01-20T13:00:00.000Z&end=2015-02-21T12:59:59.999Z,2,2,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?start=2015-01-23T13:00:00.000Z&end=2015-02-24T12:59:59.999Z,2,2,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2015-01-31T16:00:00.000Z&end=2015-02-28T15:59:59.999Z,2,2,0:14:14,1,100.00%,50.00%,$0.00
/explore/posts?start=2015-01-31T16:00:00.000Z&end=2015-02-28T15:59:59.999Z&place_id=54fd5821c626970484258046&place_id=54fdc93e6f5e2268c895cad6&place_id=54fdcba5c626970474258007&place_id=54fdc52cc62697048425804a&place_id=54fd57c36f5e2268db95caf0,2,1,0:07:15,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-01T16:00:00.000Z&end=2015-03-02T15:59:59.999Z&sources=facebook&sources=instagram,2,2,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-02T05:00:00.000Z&end=2015-03-03T04:59:59.999Z,2,1,0:14:34,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-02T14:00:00.000Z&end=2015-03-03T13:59:59.999Z,2,2,0:01:02,2,50.00%,50.00%,$0.00
/explore/posts?start=2015-02-03T13:00:00.000Z&end=2015-03-04T12:59:59.999Z,2,1,0:04:45,0,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-04T13:00:00.000Z&end=2015-03-05T12:59:59.999Z&kind_name=photo,2,1,0:13:34,1,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-04T13:00:00.000Z&end=2015-03-09T12:59:59.999Z,2,2,0:00:00,2,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-05T11:00:00.000Z&end=2015-03-06T10:59:59.999Z,2,2,0:01:26,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-11T13:00:00.000Z&end=2015-02-19T12:59:59.999Z&sources=instagram,2,1,0:13:57,0,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-11T13:00:00.000Z&end=2015-03-12T12:59:59.999Z&kind_name=photo,2,2,0:00:00,2,66.67%,100.00%,$0.00
/explore/posts?start=2015-02-11T16:00:00.000Z&end=2015-03-12T15:59:59.999Z,2,2,0:00:34,1,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-12T05:00:00.000Z&end=2015-02-20T04:59:59.999Z&place_id=54e5e51f6f5e2274a36c3e6d,2,1,0:00:12,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-12T05:00:00.000Z&end=2015-03-13T03:59:59.999Z&place_id=55017f6e6f5e2218d25daf25,2,1,0:00:18,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-12T13:00:00.000Z&end=2015-02-20T12:59:59.999Z,2,1,0:11:50,1,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-12T14:00:00.000Z&end=2015-03-13T13:59:59.999Z,2,2,0:00:00,2,66.67%,100.00%,$0.00
/explore/posts?start=2015-02-12T17:00:00.000Z&end=2015-02-20T16:59:59.999Z,2,2,0:00:18,0,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-13T16:00:00.000Z&end=2015-02-15T15:59:59.999Z,2,2,0:22:39,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-14T05:00:00.000Z&end=2015-02-22T04:59:59.999Z&place_id=54e774ea6f5e2274a56c3eba,2,2,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-14T13:00:00.000Z&end=2015-03-15T12:59:59.999Z,2,2,0:14:54,1,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-15T13:00:00.000Z&end=2015-02-23T12:59:59.999Z,2,1,0:24:11,1,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-16T14:00:00.000Z&end=2015-02-24T13:59:59.999Z,2,2,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-16T16:00:00.000Z&end=2015-03-17T15:59:59.999Z,2,2,0:00:00,2,66.67%,100.00%,$0.00
/explore/posts?start=2015-02-16T23:00:00.000Z&end=2015-02-18T13:59:59.999Z,2,2,0:02:17,2,50.00%,50.00%,$0.00
/explore/posts?start=2015-02-17T13:00:00.000Z&end=2015-03-18T12:59:59.999Z,2,2,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-17T14:00:00.000Z&end=2015-03-18T13:59:59.999Z,2,2,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-19T16:00:00.000Z&end=2015-02-21T04:59:59.999Z,2,1,0:02:45,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-19T22:00:00.000Z&end=2015-02-21T12:59:59.999Z,2,2,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-20T00:00:00.000Z&end=2015-02-21T04:59:59.999Z&place_id=54e78cc96f5e2274a36c3ea2&place_id=54e753e1c62697136bed736b,2,2,0:02:15,2,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-20T16:00:00.000Z&end=2015-02-22T15:59:59.999Z,2,2,0:14:58,0,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-20T20:00:00.000Z&end=2015-02-22T12:59:59.999Z,2,2,0:00:18,1,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-21T05:00:00.000Z&end=2015-03-01T04:59:59.999Z&place_id=54f1c013c626971d1d0f4a5f,2,2,0:16:24,1,100.00%,50.00%,$0.00
/explore/posts?start=2015-02-21T22:00:00.000Z&end=2015-02-23T13:59:59.999Z,2,2,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-21T23:00:00.000Z&end=2015-02-23T04:59:59.999Z,2,1,0:15:07,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-22 13:00:00&end=2015-03-01 13:00:00&place_id=54290fddc626974d78c552c2,2,2,0:01:24,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-22T02:00:00.000Z&end=2015-02-23T04:59:59.999Z&place_id=54ea0b79c62697136ded7397&place_id=54e753e1c62697136bed736b&sources=facebook&sources=foursquare&sources=instagram,2,1,0:00:27,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-22T03:00:00.000Z&end=2015-02-23T13:59:59.999Z,2,1,0:08:19,0,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-22T05:00:00.000Z&end=2015-02-23T12:59:59.999Z,2,2,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-22T06:00:00.000Z&end=2015-03-01T06:00:00.000Z&place_id=541fe3a6c626974d78c552a8,2,2,0:02:53,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-22T06:00:00.000Z&end=2015-03-01T06:00:00.000Z&place_id=54290fddc626974d78c552c2,2,1,0:07:34,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-23T14:00:00.000Z&end=2015-03-03T13:59:59.999Z,2,1,0:19:38,1,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-23T20:00:00.000Z&end=2015-02-25T04:59:59.999Z&kind_name=review&kind_name=video,2,1,0:00:22,0,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-24T00:00:00.000Z&end=2015-02-25T13:59:59.999Z,2,2,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-24T16:00:00.000Z&end=2015-02-26T04:59:59.999Z,2,1,0:00:17,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-25T05:00:00.000Z&end=2015-02-26T13:59:59.999Z,2,2,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-25T13:00:00.000Z&end=2015-03-05T12:59:59.999Z,2,1,0:01:39,1,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-26T00:00:00.000Z&end=2015-02-27T12:59:59.999Z&place_id=54d8602fc6269775c61bd971,2,1,0:03:19,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-27T16:00:00.000Z&end=2015-02-28T15:59:59.999Z,2,1,0:00:46,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-28T13:00:00.000Z&end=2015-03-12T12:59:59.999Z,2,1,0:02:29,0,0.00%,50.00%,$0.00
/explore/posts?start=2015-02-28T14:00:00.000Z&end=2015-03-02T04:59:59.999Z,2,1,0:11:18,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-28T17:00:00.000Z&end=2015-03-31T16:59:59.999Z,2,2,0:00:00,2,66.67%,100.00%,$0.00
/explore/posts?start=2015-03-01 13:00:00&end=2015-03-08 13:00:00&poster_id=4S-71799179&place_id=,2,1,0:00:36,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-01 13:00:00&end=2015-03-08 13:00:00&poster_id=IG-203195247&place_id=,2,2,0:01:00,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-01 13:00:00&end=2015-03-08 13:00:00&poster_id=IG-301983590&place_id=,2,1,0:00:23,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-01 17:00:00&end=2015-03-08 17:00:00&place_id=541fe418c626974d78c552a9,2,1,0:05:16,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-01 17:00:00&end=2015-03-08 17:00:00&poster_id=4S-6690530&place_id=,2,1,0:00:23,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-01 17:00:00&end=2015-03-08 17:00:00&poster_id=IG-694167469&place_id=,2,1,0:00:32,0,0.00%,50.00%,$0.00
/explore/posts?start=2015-03-01T13:30:00.000Z&end=2015-03-09T13:29:59.999Z,2,2,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?start=2015-03-02T04:00:00.000Z&end=2015-03-03T12:59:59.999Z,2,1,0:03:11,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-02T23:00:00.000Z&end=2015-03-04T13:59:59.999Z,2,2,0:00:00,2,0.00%,100.00%,$0.00
/explore/posts?start=2015-03-04T00:00:00.000Z&end=2015-03-05T12:59:59.999Z,2,2,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-03-04T03:00:00.000Z&end=2015-03-05T12:59:59.999Z&place_id=54efcfc1c626971d210f4a5f,2,2,0:20:20,1,0.00%,50.00%,$0.00
/explore/posts?start=2015-03-04T22:00:00.000Z&end=2015-03-06T13:59:59.999Z,2,2,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?start=2015-03-06T20:00:00.000Z&end=2015-03-08T10:59:59.999Z,2,1,0:01:26,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-06T21:00:00.000Z&end=2015-03-08T10:59:59.999Z,2,2,0:10:25,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-06T21:00:00.000Z&end=2015-03-08T10:59:59.999Z&place_id=54f91b50c62697048325801b&place_id=54ebc8806f5e22364a934232,2,1,0:03:42,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-07T01:00:00.000Z&end=2015-03-08T15:59:59.999Z&sources=facebook&sources=foursquare&sources=instagram,2,2,0:00:00,2,0.00%,100.00%,$0.00
/explore/posts?start=2015-03-07T13:00:00.000Z&end=2015-03-15T12:59:59.999Z,2,2,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-03-08 13:00:00&end=2015-03-15 13:00:00&poster_id=IG-21016239,2,2,0:00:23,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-09T13:00:00.000Z&end=2015-03-17T12:59:59.999Z,2,2,0:01:41,1,0.00%,50.00%,$0.00
/explore/posts?start=2015-03-10T04:00:00.000Z&end=2015-03-11T12:59:59.999Z,2,1,0:09:36,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-10T17:00:00.000Z&end=2015-03-18T16:59:59.999Z,2,2,0:00:21,1,100.00%,50.00%,$0.00
/explore/posts?start=2015-03-11T03:00:00.000Z&end=2015-03-12T16:59:59.999Z,2,2,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-03-12T03:00:00.000Z&end=2015-03-13T12:59:59.999Z&kind_name=video,2,1,0:27:09,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-12T13:00:00.000Z&end=2015-03-20T12:59:59.999Z,2,1,0:21:25,0,0.00%,50.00%,$0.00
/explore/posts?start=2015-03-13T02:00:00.000Z&end=2015-03-14T13:59:59.999Z,2,2,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2015-03-13T04:00:00.000Z&end=2015-03-14T12:59:59.999Z&place_id=550256016f5e2218d65daf60&place_id=54fd1d34c62697048325802e&place_id=54eebf5cc626971d230f4a5d&kind_name=photo&kind_name=video,2,1,0:02:27,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-14T05:00:00.000Z&end=2015-03-15T12:59:59.999Z&place_id=54fd1d34c62697048325802e&place_id=54eebf5cc626971d230f4a5d,2,1,0:18:14,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-15T00:00:00.000Z&end=2015-03-16T13:59:59.999Z,2,1,0:23:38,1,0.00%,50.00%,$0.00
/explore/posts?start=2015-03-15T16:00:00.000Z&end=2015-03-17T06:59:59.999Z&kind_name=review&kind_name=video,2,1,0:00:07,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-19T23:00:00.000Z&end=2015-03-21T15:59:59.999Z,2,1,0:00:05,0,0.00%,50.00%,$0.00
/explore/posts?start=2015-03-20T05:00:00.000Z&end=2015-03-21T15:59:59.999Z,2,1,0:00:08,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-20T09:00:00.000Z&end=2015-03-21T15:59:59.999Z&place_id=550950b5c6269717032b4279&place_id=550c596a6f5e224abbd98250,2,1,0:15:14,0,0.00%,50.00%,$0.00
/explore/posts?kind_name=photo,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&kind_name=review,1,1,0:00:08,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&kind_name=review&start=2014-11-02T13:00:00.000Z&end=2014-11-10T12:59:59.999Z,1,1,0:02:20,1,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&kind_name=review&start=2015-01-23T13:00:00.000Z&end=2015-02-24T12:59:59.999Z,1,1,0:00:00,1,50.00%,100.00%,$0.00
/explore/posts?kind_name=photo&kind_name=review&start=2015-02-11T13:00:00.000Z&end=2015-03-12T12:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?kind_name=photo&kind_name=review&start=2015-02-21T23:00:00.000Z&end=2015-02-23T12:59:59.999Z,1,1,0:00:55,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&kind_name=review&start=2015-03-19T07:00:00.000Z&end=2015-03-20T16:59:59.999Z,1,1,0:10:06,1,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2014-03-01T05:00:00.000Z&end=2015-03-03T04:59:59.999Z&place_id=54f4b97d6f5e22667c41efd7,1,1,0:01:45,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2014-03-01T05:00:00.000Z&end=2015-03-13T03:59:59.999Z&sources=twitter,1,1,0:02:00,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2015-01-19T08:00:00.000Z&end=2015-02-20T07:59:59.999Z,1,1,0:00:03,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2015-02-11T05:00:00.000Z&end=2015-02-19T04:59:59.999Z,1,1,0:01:54,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2015-02-12T13:00:00.000Z&end=2015-02-20T12:59:59.999Z&place_id=532fc4a2c626972ce500c202&place_id=534b309f6f5e2279f87968eb&place_id=532fc404c626972ce700c1ef,1,1,0:00:00,1,50.00%,100.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2015-02-12T17:00:00.000Z&end=2015-03-13T16:59:59.999Z,1,1,0:00:27,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2015-02-16T17:00:00.000Z&end=2015-03-17T16:59:59.999Z,1,1,0:01:19,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2015-02-21T01:00:00.000Z&end=2015-02-22T13:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2015-02-23T05:00:00.000Z&end=2015-02-26T04:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2015-03-10T12:00:00.000Z&end=2015-03-11T16:59:59.999Z,1,1,0:00:06,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2015-03-12T13:00:00.000Z&end=2015-03-14T12:59:59.999Z,1,1,0:11:39,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2015-03-14T04:00:00.000Z&end=2015-03-15T12:59:59.999Z,1,1,0:15:15,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&start=2015-01-24T13:00:00.000Z&end=2015-02-25T12:59:59.999Z,1,1,0:00:18,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&start=2015-01-25T13:00:00.000Z&end=2015-02-26T12:59:59.999Z,1,1,0:00:10,1,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&start=2015-02-01T13:00:00.000Z&end=2015-03-02T12:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?kind_name=photo&start=2015-02-11T17:00:00.000Z&end=2015-03-12T16:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?kind_name=photo&start=2015-03-13T05:00:00.000Z&end=2015-03-14T16:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?kind_name=review&kind_name=video,1,1,0:00:00,0,0.00%,100.00%,$0.00
