Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/explore/posts?poster_id=TW-31133017,1,1,0:00:25,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-31180974,1,1,0:00:30,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-31346686,1,1,0:00:48,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-31401431,1,1,0:08:48,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-320275081,1,1,0:04:27,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-323679335,1,1,0:00:22,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-331525115,1,1,0:00:20,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-336417708,1,1,0:01:22,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-341841982,1,1,0:00:57,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-34745182,1,1,0:00:33,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-355672805,1,1,0:00:25,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-361022955,1,1,0:00:16,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-411908248,1,1,0:00:16,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-43680082,1,1,0:01:41,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-466556168,1,1,0:00:28,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-47529045&start=2015-02-21 13:00:00&end=2015-02-22 13:00:00,1,1,0:03:58,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-47603508,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=TW-485613466,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=TW-488015110&start=2015-02-24 13:00:00&end=2015-02-25 13:00:00,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=TW-504380884&start=2014-02-28T16:00:00.000Z&end=2015-03-08T15:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=TW-518181766,1,1,0:02:53,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-56669858,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-58700443,1,1,0:00:42,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-615960562,1,1,0:15:56,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-623023142,1,1,0:13:52,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-62381450&start=2015-02-21 13:00:00&end=2015-02-22 13:00:00,1,1,0:00:07,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-62381450&start=2015-02-21T02:00:00.000Z&end=2015-02-22T02:00:00.000Z,1,1,0:01:05,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-62432717,1,1,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-633287684,1,1,0:00:00,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-65668018,1,1,0:02:14,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-66214812,1,1,0:00:47,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-72373,1,1,0:00:41,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-73877484,1,1,0:00:52,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-759659701,1,1,0:01:53,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-76298119&start=2014-12-31T16:00:00.000Z&end=2015-02-28T15:59:59.999Z,1,1,0:00:51,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-82453323,1,1,0:00:01,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-90636188&kind_name=photo&kind_name=video,1,1,0:01:51,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-90636188&start=2015-03-13T04:00:00.000Z&end=2015-03-14T12:59:59.999Z,1,1,0:00:31,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-94422249,1,1,0:00:57,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-95011560,1,1,0:00:10,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-01-31T11:00:00.000Z&end=2015-02-23T10:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2014-01-31T13:00:00.000Z&end=2015-02-19T12:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2014-01-31T13:00:00.000Z&end=2015-02-19T12:59:59.999Z&place_id=54e589e16f5e2274a26c3e72,1,1,0:00:07,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-01-31T13:00:00.000Z&end=2015-02-26T12:59:59.999Z,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2014-01-31T14:00:00.000Z&end=2015-02-26T13:59:59.999Z,1,1,0:00:33,1,0.00%,0.00%,$0.00
/explore/posts?start=2014-02-28T13:00:00.000Z&end=2015-03-02T12:59:59.999Z,1,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-02-28T13:00:00.000Z&end=2015-03-03T12:59:59.999Z&sources=facebook,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2014-02-28T13:00:00.000Z&end=2015-03-06T12:59:59.999Z&place_id=54efcfc1c626971d210f4a5f&kind_name=photo&sources=facebook&sources=instagram,1,1,0:07:45,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-02-28T13:00:00.000Z&end=2015-03-08T12:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2014-02-28T13:00:00.000Z&end=2015-03-10T12:59:59.999Z,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2014-02-28T14:00:00.000Z&end=2015-03-02T13:59:59.999Z,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2014-02-28T14:00:00.000Z&end=2015-03-04T13:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2014-02-28T14:00:00.000Z&end=2015-03-06T13:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2014-02-28T16:00:00.000Z&end=2015-03-03T15:59:59.999Z&place_id=54f55bf46f5e2268d795cace,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2014-02-28T16:00:00.000Z&end=2015-03-03T15:59:59.999Z&place_id=54f57a936f5e2268de95cad3,1,1,0:04:05,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-02-28T16:00:00.000Z&end=2015-03-10T15:59:59.999Z,1,1,0:24:08,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-02-28T16:00:00.000Z&end=2015-03-16T15:59:59.999Z,1,1,0:10:17,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-02-28T16:00:00.000Z&end=2015-03-16T15:59:59.999Z&place_id=54fe57c86f5e2268bf95cadb&sources=facebook,1,1,0:00:11,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-02-28T16:00:00.000Z&end=2015-03-16T15:59:59.999Z&sources=facebook&sources=foursquare&sources=instagram,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2014-02-28T16:00:00.000Z&end=2015-03-17T15:59:59.999Z,1,1,0:00:49,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-02-28T16:00:00.000Z&end=2015-03-18T15:59:59.999Z&place_id=5508f4e8c6269717032b4271,1,1,0:00:28,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-02-28T16:00:00.000Z&end=2015-03-20T15:59:59.999Z,1,1,0:00:27,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-02-28T17:00:00.000Z&end=2015-03-11T16:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2014-03-01T05:00:00.000Z&end=2015-03-06T04:59:59.999Z&place_id=54f859e76f5e2268d795cb0c,1,1,0:00:06,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-03-01T05:00:00.000Z&end=2015-03-13T03:59:59.999Z,1,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-07-11T16:00:00.000Z&end=2014-07-12T15:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2014-07-25T16:00:00.000Z&end=2014-07-26T15:59:59.999Z,1,1,0:06:27,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-07-31T16:00:00.000Z&end=2014-08-31T15:59:59.999Z&place_id=54f93bdbc626970474258006,1,1,0:00:38,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-07-31T16:00:00.000Z&end=2014-08-31T15:59:59.999Z&place_id=54f93bdbc626970474258006&place_id=54f95d5ac626970471258007,1,1,0:03:59,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-07-31T16:00:00.000Z&end=2014-08-31T15:59:59.999Z&place_id=54f93bdbc626970474258006&place_id=54f96d6ac626970482258015&place_id=54f942d8c62697048b258032&place_id=54f95d5ac626970471258007,1,1,0:10:48,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-08-15T16:00:00.000Z&end=2014-08-17T15:59:59.999Z,1,1,1:03:28,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-09-30T14:00:00.000Z&end=2014-12-31T12:59:59.999Z,1,1,0:05:06,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-10-29T13:00:00.000Z&end=2014-11-06T12:59:59.999Z,1,1,0:01:35,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-11-16T00:00:00.000Z&end=2014-11-17T12:59:59.999Z,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2014-12-02T08:00:00.000Z&end=2014-12-03T12:59:59.999Z,1,1,0:00:11,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-01-10T13:00:00.000Z&end=2015-02-28T12:59:59.999Z&place_id=54efcfc1c626971d210f4a5f&kind_name=photo&sources=twitter,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-01-19T05:00:00.000Z&end=2015-02-20T04:59:59.999Z&place_id=54e3c908c62697336739b10e&kind_name=review&kind_name=video,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-01-19T05:00:00.000Z&end=2015-02-20T04:59:59.999Z&place_id=54e64af66f5e22749c6c3e69&place_id=54e64775c62697136aed734e,1,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-01-20T05:00:00.000Z&end=2015-02-21T04:59:59.999Z&place_id=54e740a5c62697136aed736c,1,1,0:00:08,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-01-22T13:00:00.000Z&end=2015-02-23T12:59:59.999Z&place_id=54ea6a576f5e2274a26c3ea9,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-01-22T13:00:00.000Z&end=2015-02-23T12:59:59.999Z&sources=twitter,1,1,0:07:33,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-01-22T16:00:00.000Z&end=2015-02-23T15:59:59.999Z&sources=facebook&sources=foursquare&sources=instagram,1,1,0:00:00,1,33.33%,100.00%,$0.00
/explore/posts?start=2015-01-23T11:00:00.000Z&end=2015-02-24T10:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-01-24T05:00:00.000Z&end=2015-02-25T04:59:59.999Z&place_id=54ecf4eec6269776d9a1b6ab,1,1,0:16:59,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-01-24T11:00:00.000Z&end=2015-01-25T13:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-01-24T11:00:00.000Z&end=2015-02-25T10:59:59.999Z,1,1,0:00:42,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-01-24T16:00:00.000Z&end=2015-02-25T15:59:59.999Z,1,1,0:00:00,1,50.00%,100.00%,$0.00
/explore/posts?start=2015-01-25T14:00:00.000Z&end=2015-02-26T13:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-01-26T13:00:00.000Z&end=2015-02-27T12:59:59.999Z,1,1,0:00:16,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-01-27T13:00:00.000Z&end=2015-02-28T12:59:59.999Z,1,1,0:00:32,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-01-28T05:00:00.000Z&end=2015-03-01T04:59:59.999Z,1,1,0:02:01,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-01-31T13:00:00.000Z&end=2015-02-25T12:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-01-31T16:00:00.000Z&end=2015-02-01T15:59:59.999Z,1,1,1:29:34,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-01-31T16:00:00.000Z&end=2015-02-12T15:59:59.999Z&place_id=54fd5821c626970484258046&place_id=54fdc93e6f5e2268c895cad6&place_id=54fdcba5c626970474258007&place_id=54fdc52cc62697048425804a&place_id=54fd57c36f5e2268db95caf0,1,1,0:01:08,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-01-31T16:00:00.000Z&end=2015-02-26T15:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-01-31T16:00:00.000Z&end=2015-03-01T15:59:59.999Z,1,1,0:01:09,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-01-31T16:00:00.000Z&end=2015-03-12T15:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-01T13:00:00.000Z&end=2015-03-02T12:59:59.999Z&kind_name=photo,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-02T13:00:00.000Z&end=2015-03-03T12:59:59.999Z&kind_name=photo,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-03T11:00:00.000Z&end=2015-03-04T10:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-03T16:00:00.000Z&end=2015-03-04T15:59:59.999Z,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-03T16:00:00.000Z&end=2015-03-04T15:59:59.999Z&place_id=54f66d38c626970487258017,1,1,0:00:45,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-03T16:00:00.000Z&end=2015-03-04T15:59:59.999Z&sources=facebook&sources=instagram,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-04T13:00:00.000Z&end=2015-03-06T12:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-04T14:00:00.000Z&end=2015-03-05T13:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-05T05:00:00.000Z&end=2015-03-06T04:59:59.999Z&place_id=54f859e76f5e2268d795cb0c,1,1,0:00:04,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-05T13:00:00.000Z&end=2015-03-06T12:59:59.999Z,1,1,0:00:26,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-05T16:00:00.000Z&end=2015-03-06T15:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-06T08:00:00.000Z&end=2015-03-07T07:59:59.999Z&kind_name=photo&kind_name=video&sources=facebook&sources=instagram,1,1,0:00:34,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-06T16:00:00.000Z&end=2015-02-08T15:59:59.999Z,1,1,0:01:42,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-07T05:00:00.000Z&end=2015-03-08T04:59:59.999Z&place_id=54fbd4cdc62697048325801f,1,1,0:00:12,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-08 13:00:00&end=2015-02-15 13:00:00&poster_id=IG-1449651716,1,1,0:00:03,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-08T13:00:00.000Z&end=2015-03-09T12:59:59.999Z&place_id=53f2fdb9c626971a8deb1c1f,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-08T16:00:00.000Z&end=2015-03-09T15:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-08T16:00:00.000Z&end=2015-03-09T15:59:59.999Z&sources=facebook&sources=instagram,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-09T05:00:00.000Z&end=2015-03-10T03:59:59.999Z&place_id=54fd96bf6f5e2268d795cb27,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-10T17:00:00.000Z&end=2015-03-11T16:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-10T21:00:00.000Z&end=2015-02-12T12:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-11T05:00:00.000Z&end=2015-03-12T03:59:59.999Z&place_id=55007575c6269717012b4226&kind_name=review&kind_name=video,1,1,0:00:09,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-11T13:30:00.000Z&end=2015-02-19T13:29:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-11T14:00:00.000Z&end=2015-02-19T13:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-11T16:00:00.000Z&end=2015-03-12T15:59:59.999Z&sources=facebook&sources=instagram,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-12T00:00:00.000Z&end=2015-02-13T10:59:59.999Z&place_id=54b5dab06f5e2253a039a717&place_id=54dd3d89c62697336d39b0d9,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-12T05:00:00.000Z&end=2015-02-15T04:59:59.999Z&place_id=54e600edc626971369ed7346,1,1,0:05:55,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-12T13:00:00.000Z&end=2015-03-13T12:59:59.999Z&place_id=54f84becc626970487258021,1,1,0:06:26,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-12T17:00:00.000Z&end=2015-03-13T16:59:59.999Z&place_id=541fe2ce6f5e222caeec4abe&sources=instagram&sources=twitter,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-13T05:00:00.000Z&end=2015-02-21T04:59:59.999Z&place_id=54e7b0e76f5e2274a26c3ea0&place_id=54e7b20c6f5e2274a06c3e79&place_id=54e7b179c62697136ded7388&place_id=54e7b844c626971369ed735a,1,1,0:00:46,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-14T05:00:00.000Z&end=2015-02-22T04:59:59.999Z&place_id=54e948b16f5e2274a56c3ece&place_id=54e94a3d6f5e2274a16c3e82&place_id=54e949efc62697136ded7393,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-15 13:00:00&end=2015-02-22 13:00:00&place_id=53d1b0ebc6269751380c5bab,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-15 13:00:00&end=2015-02-22 13:00:00&poster_id=IG-1001110743,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-15 13:00:00&end=2015-02-22 13:00:00&poster_id=IG-1132845&place_id=,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-15 13:00:00&end=2015-02-22 13:00:00&poster_id=IG-146094639&place_id=,1,1,0:01:16,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-15 13:00:00&end=2015-02-22 13:00:00&poster_id=IG-1701478321&place_id=,1,1,0:02:18,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-15 13:00:00&end=2015-02-22 13:00:00&poster_id=IG-308500301&place_id=,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-15 13:00:00&end=2015-02-22 13:00:00&poster_id=IG-316086998,1,1,0:00:15,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-15 13:00:00&end=2015-02-22 13:00:00&poster_id=IG-32196275&place_id=,1,1,0:01:13,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-15 13:00:00&end=2015-02-22 13:00:00&poster_id=IG-8222941&place_id=,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-15 13:00:00&end=2015-02-22 13:00:00&poster_id=TW-139914058,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-15T01:00:00.000Z&end=2015-02-16T15:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-15T05:00:00.000Z&end=2015-02-23T04:59:59.999Z,1,1,0:01:06,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-15T13:00:00.000Z&end=2015-03-16T12:59:59.999Z&place_id=54c9e2dbc6269772516e65a7&place_id=54d314f6c62697724a6e6606&place_id=54c9e1a7c6269772516e65a6&place_id=54d97f886f5e221e15cf7435&place_id=54c9d79b6f5e2279a107b275&place_id=54c9e4fe6f5e2279a307b28a&place_id=54c9dfd96f5e22799e07b272,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-15T13:00:00.000Z&end=2015-03-16T12:59:59.999Z&place_id=5506a9cfc6269717022b4242,1,1,0:00:41,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-15T16:00:00.000Z&end=2015-02-23T15:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-15T16:00:00.000Z&end=2015-02-28T15:59:59.999Z&place_id=55064712c6269717022b4241,1,1,0:01:05,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-16T11:00:00.000Z&end=2015-03-17T10:59:59.999Z,1,1,0:01:16,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-16T13:00:00.000Z&end=2015-02-24T12:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-17T05:00:00.000Z&end=2015-02-25T04:59:59.999Z&kind_name=review&kind_name=video,1,1,0:02:02,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-17T05:00:00.000Z&end=2015-02-25T04:59:59.999Z&sources=facebook&sources=foursquare&sources=instagram,1,1,0:00:18,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-17T11:00:00.000Z&end=2015-03-18T10:59:59.999Z&place_id=523a52efb8da0c0cd1725176,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-17T13:00:00.000Z&end=2015-02-19T04:59:59.999Z&place_id=54e3c908c62697336739b10e,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-17T13:00:00.000Z&end=2015-03-18T12:59:59.999Z&sources=facebook&sources=instagram&sources=twitter&place_id=51622ab33bbab337c1022cde,1,1,0:05:42,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-17T13:00:00.000Z&end=2015-03-18T12:59:59.999Z&sources=facebook&sources=instagram&sources=twitter&place_id=52856dcaf9bfa50ab1578804,1,1,0:01:20,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-17T15:00:00.000Z&end=2015-02-19T04:59:59.999Z,1,1,0:00:45,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-17T15:00:00.000Z&end=2015-02-19T04:59:59.999Z&place_id=54e4ad026f5e2274a36c3e68,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-17T16:00:00.000Z&end=2015-02-25T15:59:59.999Z,1,1,0:00:36,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-18T01:00:00.000Z&end=2015-02-19T12:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-18T03:00:00.000Z&end=2015-02-19T12:59:59.999Z,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-18T05:00:00.000Z&end=2015-02-26T04:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-18T05:00:00.000Z&end=2015-02-26T04:59:59.999Z&place_id=54edfb036f5e223c58934260,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-18T16:00:00.000Z&end=2015-02-26T15:59:59.999Z,1,1,0:00:42,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-18T16:00:00.000Z&end=2015-03-19T15:59:59.999Z,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-18T20:00:00.000Z&end=2015-02-20T12:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-19T11:00:00.000Z&end=2015-02-20T12:59:59.999Z,1,1,0:00:12,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-19T11:00:00.000Z&end=2015-03-20T10:59:59.999Z&place_id=550632736f5e2218d35daf4b,1,1,0:03:36,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-19T13:00:00.000Z&end=2015-02-23T12:59:59.999Z,1,1,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-19T13:00:00.000Z&end=2015-02-27T12:59:59.999Z&place_id=54764bfe6f5e221eb4533523,1,1,0:00:14,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-19T13:00:00.000Z&end=2015-03-20T12:59:59.999Z&kind_name=photo,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-19T14:00:00.000Z&end=2015-02-21T04:59:59.999Z&kind_name=review&kind_name=video,1,1,0:00:12,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-19T14:00:00.000Z&end=2015-02-27T13:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-19T15:00:00.000Z&end=2015-02-21T04:59:59.999Z&place_id=54e4ad026f5e2274a36c3e68&place_id=54e4ecb1c62697136ded733e&place_id=54e740a5c62697136aed736c,1,1,0:02:47,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-19T16:00:00.000Z&end=2015-02-27T15:59:59.999Z,1,1,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-19T18:00:00.000Z&end=2015-02-21T04:59:59.999Z,1,1,0:02:46,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-19T20:00:00.000Z&end=2015-02-21T04:59:59.999Z,1,1,0:20:28,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-19T22:00:00.000Z&end=2015-02-21T04:59:59.999Z&place_id=54e7b0e76f5e2274a26c3ea0,1,1,0:00:11,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-20T05:00:00.000Z&end=2015-02-28T04:59:59.999Z&place_id=54f0796dc626971d1e0f4a5c,1,1,0:00:05,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-20T05:00:00.000Z&end=2015-02-28T04:59:59.999Z&place_id=54f0796dc626971d1e0f4a5c&sources=twitter,1,1,0:00:32,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-20T12:00:00.000Z&end=2015-02-21T12:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-20T13:00:00.000Z&end=2015-03-21T12:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-20T23:00:00.000Z&end=2015-02-22T12:59:59.999Z,1,1,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-21T03:00:00.000Z&end=2015-02-22T04:59:59.999Z,1,1,0:00:16,0,0.00%,0.00%,$0.00
